Species,Plot,Year,Date,Subplot,n.seed.inf,n.ind,Treat.Code,p.viable
Lasthenia californica,83,2016,5/22/16,No Grass,28,2,D,0.545238095
Lasthenia californica,83,2016,5/22/16,No Grass,45,3,D,0.545238095
Plantago erecta,83,2016,5/22/16,No Grass,2,4,D,0.849557522
Plantago erecta,83,2016,5/22/16,No Grass,2,5,D,0.849557522
Plantago erecta,83,2016,5/22/16,No Grass,2,1,D,0.849557522
Plantago erecta,83,2016,5/22/16,No Grass,2,2,D,0.849557522
Plantago erecta,83,2016,5/22/16,No Grass,2,3,D,0.849557522
Agoseris heterophylla,84,2016,5/9/16,Grass,28,1,C,0.954436451
Agoseris heterophylla,84,2016,5/9/16,Grass,35,2,C,0.954436451
Agoseris heterophylla,84,2016,5/9/16,Grass,40,3,C,0.954436451
Agoseris heterophylla,84,2016,5/9/16,Grass,26,4,C,0.954436451
Clarkia purpurea,84,2016,6/9/16,Grass,22,1,C,0.966666667
Clarkia purpurea,84,2016,6/9/16,Grass,22,2,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,Grass,27,10,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,Grass,48,8,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,Grass,23,9,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,Grass,26,7,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,Grass,37,3,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,Grass,45,5,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,Grass,35,4,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,Grass,42,6,C,0.966666667
Hemizonia congesta,84,2016,9/2/16,Grass,5,4,C,0.71728972
Hemizonia congesta,84,2016,9/2/16,Grass,5,5,C,0.71728972
Hemizonia congesta,84,2016,9/2/16,Grass,4,3,C,0.71728972
Hemizonia congesta,84,2016,9/2/16,Grass,4,1,C,0.71728972
Hemizonia congesta,84,2016,9/2/16,Grass,4,2,C,0.71728972
Plantago erecta,84,2016,5/22/16,Grass,2,5,C,0.849557522
Plantago erecta,84,2016,5/22/16,Grass,2,4,C,0.849557522
Plantago erecta,84,2016,5/22/16,Grass,2,2,C,0.849557522
Plantago erecta,84,2016,5/22/16,Grass,2,3,C,0.849557522
Plantago erecta,84,2016,5/22/16,Grass,2,1,C,0.849557522
Agoseris heterophylla,84,2016,5/9/16,No Grass,49,1,C,0.954436451
Agoseris heterophylla,84,2016,5/9/16,No Grass,52,7,C,0.954436451
Agoseris heterophylla,84,2016,5/9/16,No Grass,58,4,C,0.954436451
Agoseris heterophylla,84,2016,5/9/16,No Grass,26,5,C,0.954436451
Agoseris heterophylla,84,2016,5/9/16,No Grass,54,6,C,0.954436451
Agoseris heterophylla,84,2016,5/9/16,No Grass,12,2,C,0.954436451
Agoseris heterophylla,84,2016,5/9/16,No Grass,59,3,C,0.954436451
Clarkia purpurea,84,2016,6/23/16,No Grass,18,21,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,15,22,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,4,19,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,42,20,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,14,18,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,35,17,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,11,23,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,26,15,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,40,16,C,0.966666667
Clarkia purpurea,84,2016,6/9/16,No Grass,21,1,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,35,14,C,0.966666667
Clarkia purpurea,84,2016,6/9/16,No Grass,36,5,C,0.966666667
Clarkia purpurea,84,2016,6/9/16,No Grass,24,6,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,26,8,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,36,9,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,41,7,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,25,10,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,34,12,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,34,13,C,0.966666667
Clarkia purpurea,84,2016,6/9/16,No Grass,25,3,C,0.966666667
Clarkia purpurea,84,2016,6/9/16,No Grass,36,2,C,0.966666667
Clarkia purpurea,84,2016,6/9/16,No Grass,21,4,C,0.966666667
Clarkia purpurea,84,2016,6/23/16,No Grass,52,11,C,0.966666667
Hemizonia congesta,84,2016,9/2/16,No Grass,4,4,C,0.71728972
Hemizonia congesta,84,2016,9/2/16,No Grass,4,3,C,0.71728972
Hemizonia congesta,84,2016,9/2/16,No Grass,4,5,C,0.71728972
Hemizonia congesta,84,2016,9/2/16,No Grass,4,2,C,0.71728972
Hemizonia congesta,84,2016,9/2/16,No Grass,4,1,C,0.71728972
Lasthenia californica,84,2016,5/22/16,No Grass,40,9,C,0.545238095
Lasthenia californica,84,2016,5/22/16,No Grass,17,8,C,0.545238095
Lasthenia californica,84,2016,5/22/16,No Grass,82,6,C,0.545238095
Lasthenia californica,84,2016,5/22/16,No Grass,47,7,C,0.545238095
Lasthenia californica,84,2016,5/9/16,No Grass,82,4,C,0.545238095
Lasthenia californica,84,2016,5/9/16,No Grass,81,5,C,0.545238095
Lasthenia californica,84,2016,5/9/16,No Grass,67,2,C,0.545238095
Lasthenia californica,84,2016,5/9/16,No Grass,71,3,C,0.545238095
Lasthenia californica,84,2016,5/9/16,No Grass,14,1,C,0.545238095
Plantago erecta,84,2016,5/22/16,No Grass,2,3,C,0.849557522
Plantago erecta,84,2016,5/22/16,No Grass,2,4,C,0.849557522
Plantago erecta,84,2016,5/22/16,No Grass,2,5,C,0.849557522
Plantago erecta,84,2016,5/22/16,No Grass,2,2,C,0.849557522
Plantago erecta,84,2016,5/22/16,No Grass,2,1,C,0.849557522
Agoseris heterophylla,89,2016,5/22/16,No Grass,36,19,D,0.954436451
Agoseris heterophylla,89,2016,5/22/16,No Grass,42,16,D,0.954436451
Agoseris heterophylla,89,2016,5/22/16,No Grass,57,17,D,0.954436451
Agoseris heterophylla,89,2016,5/22/16,No Grass,45,18,D,0.954436451
Agoseris heterophylla,89,2016,5/9/16,No Grass,38,13,D,0.954436451
Agoseris heterophylla,89,2016,5/9/16,No Grass,15,12,D,0.954436451
Agoseris heterophylla,89,2016,5/9/16,No Grass,42,14,D,0.954436451
Agoseris heterophylla,89,2016,5/22/16,No Grass,45,15,D,0.954436451
Agoseris heterophylla,89,2016,5/9/16,No Grass,32,1,D,0.954436451
Agoseris heterophylla,89,2016,5/9/16,No Grass,52,2,D,0.954436451
Agoseris heterophylla,89,2016,5/9/16,No Grass,30,3,D,0.954436451
Agoseris heterophylla,89,2016,5/9/16,No Grass,53,5,D,0.954436451
Agoseris heterophylla,89,2016,5/9/16,No Grass,13,11,D,0.954436451
Agoseris heterophylla,89,2016,5/9/16,No Grass,36,4,D,0.954436451
Agoseris heterophylla,89,2016,5/9/16,No Grass,30,6,D,0.954436451
Agoseris heterophylla,89,2016,5/9/16,No Grass,40,7,D,0.954436451
Agoseris heterophylla,89,2016,5/9/16,No Grass,24,8,D,0.954436451
Agoseris heterophylla,89,2016,5/9/16,No Grass,29,9,D,0.954436451
Agoseris heterophylla,89,2016,5/9/16,No Grass,47,10,D,0.954436451
Clarkia purpurea,89,2016,6/23/16,No Grass,28,11,D,0.966666667
Clarkia purpurea,89,2016,6/23/16,No Grass,40,10,D,0.966666667
Clarkia purpurea,89,2016,6/23/16,No Grass,10,9,D,0.966666667
Clarkia purpurea,89,2016,6/9/16,No Grass,6,1,D,0.966666667
Clarkia purpurea,89,2016,6/23/16,No Grass,34,7,D,0.966666667
Clarkia purpurea,89,2016,6/23/16,No Grass,48,8,D,0.966666667
Clarkia purpurea,89,2016,6/23/16,No Grass,24,6,D,0.966666667
Clarkia purpurea,89,2016,6/23/16,No Grass,18,5,D,0.966666667
Clarkia purpurea,89,2016,6/9/16,No Grass,4,4,D,0.966666667
Clarkia purpurea,89,2016,6/9/16,No Grass,6,3,D,0.966666667
Clarkia purpurea,89,2016,6/9/16,No Grass,4,2,D,0.966666667
Hemizonia congesta,89,2016,9/2/16,No Grass,3,1,D,0.71728972
Hemizonia congesta,89,2016,9/2/16,No Grass,3,2,D,0.71728972
Hemizonia congesta,89,2016,9/2/16,No Grass,3,3,D,0.71728972
Hemizonia congesta,89,2016,9/2/16,No Grass,4,4,D,0.71728972
Hemizonia congesta,89,2016,9/2/16,No Grass,4,5,D,0.71728972
Lasthenia californica,89,2016,5/9/16,No Grass,27,2,D,0.545238095
Lasthenia californica,89,2016,5/9/16,No Grass,19,1,D,0.545238095
Lasthenia californica,89,2016,5/9/16,No Grass,25,3,D,0.545238095
Lasthenia californica,89,2016,5/9/16,No Grass,23,4,D,0.545238095
Lasthenia californica,89,2016,5/9/16,No Grass,26,5,D,0.545238095
Lasthenia californica,89,2016,5/9/16,No Grass,32,6,D,0.545238095
Lasthenia californica,89,2016,5/22/16,No Grass,33,8,D,0.545238095
Lasthenia californica,89,2016,5/22/16,No Grass,24,7,D,0.545238095
Lasthenia californica,89,2016,5/22/16,No Grass,50,9,D,0.545238095
Lasthenia californica,89,2016,5/22/16,No Grass,51,10,D,0.545238095
Plantago erecta,89,2016,5/22/16,No Grass,2,1,D,0.849557522
Plantago erecta,89,2016,5/22/16,No Grass,2,2,D,0.849557522
Plantago erecta,89,2016,5/22/16,No Grass,2,3,D,0.849557522
Plantago erecta,89,2016,5/22/16,No Grass,2,4,D,0.849557522
Plantago erecta,89,2016,5/22/16,No Grass,2,5,D,0.849557522
Clarkia purpurea,91,2016,6/23/16,Grass,9,14,D,0.966666667
Clarkia purpurea,91,2016,6/23/16,Grass,22,16,D,0.966666667
Clarkia purpurea,91,2016,6/23/16,Grass,10,15,D,0.966666667
Clarkia purpurea,91,2016,6/23/16,Grass,6,18,D,0.966666667
Clarkia purpurea,91,2016,6/23/16,Grass,6,17,D,0.966666667
Clarkia purpurea,91,2016,6/9/16,Grass,1,13,D,0.966666667
Clarkia purpurea,91,2016,6/9/16,Grass,1,12,D,0.966666667
Clarkia purpurea,91,2016,6/9/16,Grass,7,11,D,0.966666667
Clarkia purpurea,91,2016,6/9/16,Grass,3,8,D,0.966666667
Clarkia purpurea,91,2016,6/9/16,Grass,9,9,D,0.966666667
Clarkia purpurea,91,2016,6/9/16,Grass,9,10,D,0.966666667
Clarkia purpurea,91,2016,6/9/16,Grass,5,7,D,0.966666667
Clarkia purpurea,91,2016,6/9/16,Grass,1,6,D,0.966666667
Clarkia purpurea,91,2016,6/9/16,Grass,9,4,D,0.966666667
Clarkia purpurea,91,2016,6/9/16,Grass,7,5,D,0.966666667
Clarkia purpurea,91,2016,6/9/16,Grass,9,3,D,0.966666667
Clarkia purpurea,91,2016,6/9/16,Grass,3,2,D,0.966666667
Clarkia purpurea,91,2016,6/9/16,Grass,5,1,D,0.966666667
Hemizonia congesta,91,2016,9/2/16,Grass,4,1,D,0.71728972
Hemizonia congesta,91,2016,9/2/16,Grass,4,2,D,0.71728972
Hemizonia congesta,91,2016,9/2/16,Grass,4,4,D,0.71728972
Hemizonia congesta,91,2016,9/2/16,Grass,5,5,D,0.71728972
Hemizonia congesta,91,2016,9/2/16,Grass,4,3,D,0.71728972
Plantago erecta,91,2016,5/9/16,Grass,2,1,D,0.849557522
Plantago erecta,91,2016,5/9/16,Grass,2,3,D,0.849557522
Plantago erecta,91,2016,5/9/16,Grass,2,4,D,0.849557522
Plantago erecta,91,2016,5/22/16,Grass,2,5,D,0.849557522
Plantago erecta,91,2016,5/9/16,Grass,2,2,D,0.849557522
Plantago erecta,91,2016,5/22/16,Grass,2,8,D,0.849557522
Plantago erecta,91,2016,5/22/16,Grass,2,9,D,0.849557522
Plantago erecta,91,2016,5/22/16,Grass,2,6,D,0.849557522
Plantago erecta,91,2016,5/22/16,Grass,2,7,D,0.849557522
Agoseris heterophylla,91,2016,5/9/16,No Grass,43,1,D,0.954436451
Clarkia purpurea,91,2016,6/23/16,No Grass,25,5,D,0.966666667
Clarkia purpurea,91,2016,6/23/16,No Grass,29,4,D,0.966666667
Clarkia purpurea,91,2016,6/23/16,No Grass,27,3,D,0.966666667
Clarkia purpurea,91,2016,6/23/16,No Grass,31,2,D,0.966666667
Clarkia purpurea,91,2016,6/23/16,No Grass,37,1,D,0.966666667
Hemizonia congesta,91,2016,9/2/16,No Grass,5,5,D,0.71728972
Hemizonia congesta,91,2016,9/2/16,No Grass,5,4,D,0.71728972
Hemizonia congesta,91,2016,9/2/16,No Grass,4,3,D,0.71728972
Hemizonia congesta,91,2016,9/2/16,No Grass,4,2,D,0.71728972
Hemizonia congesta,91,2016,9/2/16,No Grass,4,1,D,0.71728972
Lasthenia californica,91,2016,5/9/16,No Grass,98,2,D,0.545238095
Lasthenia californica,91,2016,5/9/16,No Grass,62,1,D,0.545238095
Plantago erecta,91,2016,5/22/16,No Grass,2,14,D,0.849557522
Plantago erecta,91,2016,5/22/16,No Grass,2,15,D,0.849557522
Plantago erecta,91,2016,5/22/16,No Grass,2,13,D,0.849557522
Plantago erecta,91,2016,5/22/16,No Grass,2,10,D,0.849557522
Plantago erecta,91,2016,5/22/16,No Grass,2,11,D,0.849557522
Plantago erecta,91,2016,5/22/16,No Grass,2,12,D,0.849557522
Plantago erecta,91,2016,5/9/16,No Grass,2,6,D,0.849557522
Plantago erecta,91,2016,5/22/16,No Grass,2,7,D,0.849557522
Plantago erecta,91,2016,5/22/16,No Grass,2,8,D,0.849557522
Plantago erecta,91,2016,5/22/16,No Grass,2,9,D,0.849557522
Plantago erecta,91,2016,5/9/16,No Grass,2,3,D,0.849557522
Plantago erecta,91,2016,5/9/16,No Grass,2,4,D,0.849557522
Plantago erecta,91,2016,5/9/16,No Grass,2,5,D,0.849557522
Plantago erecta,91,2016,5/22/16,No Grass,2,1,D,0.849557522
Plantago erecta,91,2016,5/9/16,No Grass,2,2,D,0.849557522
Agoseris heterophylla,92,2016,5/22/16,Grass,6,4,C,0.954436451
Agoseris heterophylla,92,2016,5/9/16,Grass,0,1,C,0.954436451
Agoseris heterophylla,92,2016,5/22/16,Grass,3,5,C,0.954436451
Agoseris heterophylla,92,2016,5/9/16,Grass,20,2,C,0.954436451
Agoseris heterophylla,92,2016,5/22/16,Grass,25,6,C,0.954436451
Agoseris heterophylla,92,2016,5/22/16,Grass,51,3,C,0.954436451
Clarkia purpurea,92,2016,6/23/16,Grass,37,4,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,Grass,18,3,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,Grass,34,5,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,Grass,25,2,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,Grass,28,1,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,Grass,18,6,C,0.966666667
Hemizonia congesta,92,2016,9/2/16,Grass,5,5,C,0.71728972
Hemizonia congesta,92,2016,9/2/16,Grass,0,2,C,0.71728972
Hemizonia congesta,92,2016,9/2/16,Grass,3,4,C,0.71728972
Hemizonia congesta,92,2016,9/2/16,Grass,0,1,C,0.71728972
Hemizonia congesta,92,2016,9/2/16,Grass,1,3,C,0.71728972
Lasthenia californica,92,2016,5/22/16,Grass,34,4,C,0.545238095
Lasthenia californica,92,2016,5/22/16,Grass,68,5,C,0.545238095
Lasthenia californica,92,2016,5/22/16,Grass,8,3,C,0.545238095
Lasthenia californica,92,2016,5/22/16,Grass,11,1,C,0.545238095
Lasthenia californica,92,2016,5/22/16,Grass,4,2,C,0.545238095
Plantago erecta,92,2016,5/22/16,Grass,2,2,C,0.849557522
Plantago erecta,92,2016,5/22/16,Grass,2,1,C,0.849557522
Plantago erecta,92,2016,5/22/16,Grass,2,3,C,0.849557522
Plantago erecta,92,2016,5/22/16,Grass,2,4,C,0.849557522
Plantago erecta,92,2016,5/22/16,Grass,2,5,C,0.849557522
Plantago erecta,92,2016,6/9/16,Grass,2,6,C,0.849557522
Plantago erecta,92,2016,6/9/16,Grass,2,7,C,0.849557522
Plantago erecta,92,2016,6/9/16,Grass,2,8,C,0.849557522
Plantago erecta,92,2016,6/9/16,Grass,2,9,C,0.849557522
Plantago erecta,92,2016,6/9/16,Grass,2,10,C,0.849557522
Agoseris heterophylla,92,2016,5/9/16,No Grass,65,1,C,0.954436451
Agoseris heterophylla,92,2016,5/22/16,No Grass,56,2,C,0.954436451
Agoseris heterophylla,92,2016,5/22/16,No Grass,32,3,C,0.954436451
Agoseris heterophylla,92,2016,5/22/16,No Grass,47,4,C,0.954436451
Agoseris heterophylla,92,2016,5/22/16,No Grass,33,6,C,0.954436451
Agoseris heterophylla,92,2016,5/22/16,No Grass,41,5,C,0.954436451
Clarkia purpurea,92,2016,6/23/16,No Grass,51,12,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,No Grass,27,11,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,No Grass,30,5,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,No Grass,43,8,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,No Grass,30,9,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,No Grass,24,7,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,No Grass,44,6,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,No Grass,27,4,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,No Grass,12,10,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,No Grass,11,2,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,No Grass,37,3,C,0.966666667
Clarkia purpurea,92,2016,6/23/16,No Grass,49,1,C,0.966666667
Hemizonia congesta,92,2016,9/2/16,No Grass,5,5,C,0.71728972
Hemizonia congesta,92,2016,9/2/16,No Grass,4,4,C,0.71728972
Hemizonia congesta,92,2016,9/2/16,No Grass,0,2,C,0.71728972
Hemizonia congesta,92,2016,9/2/16,No Grass,3,3,C,0.71728972
Hemizonia congesta,92,2016,9/2/16,No Grass,0,1,C,0.71728972
Lasthenia californica,92,2016,5/22/16,No Grass,72,7,C,0.545238095
Lasthenia californica,92,2016,5/22/16,No Grass,62,6,C,0.545238095
Lasthenia californica,92,2016,5/22/16,No Grass,74,5,C,0.545238095
Lasthenia californica,92,2016,5/22/16,No Grass,12,4,C,0.545238095
Lasthenia californica,92,2016,5/22/16,No Grass,4,1,C,0.545238095
Lasthenia californica,92,2016,5/22/16,No Grass,18,3,C,0.545238095
Lasthenia californica,92,2016,5/22/16,No Grass,3,2,C,0.545238095
Plantago erecta,92,2016,5/22/16,No Grass,2,1,C,0.849557522
Plantago erecta,92,2016,5/22/16,No Grass,2,2,C,0.849557522
Plantago erecta,92,2016,5/22/16,No Grass,2,3,C,0.849557522
Plantago erecta,92,2016,5/22/16,No Grass,2,4,C,0.849557522
Plantago erecta,92,2016,5/22/16,No Grass,2,5,C,0.849557522
Plantago erecta,92,2016,6/9/16,No Grass,2,6,C,0.849557522
Plantago erecta,92,2016,6/9/16,No Grass,2,7,C,0.849557522
Plantago erecta,92,2016,6/9/16,No Grass,2,8,C,0.849557522
Plantago erecta,92,2016,6/9/16,No Grass,2,9,C,0.849557522
Plantago erecta,92,2016,6/9/16,No Grass,2,10,C,0.849557522
Agoseris heterophylla,93,2016,5/9/16,Grass,45,1,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,Grass,32,2,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,Grass,30,10,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,Grass,59,5,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,Grass,43,6,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,Grass,18,4,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,Grass,11,3,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,Grass,46,7,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,Grass,41,9,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,Grass,29,8,D,0.954436451
Clarkia purpurea,93,2016,6/9/16,Grass,8,3,D,0.966666667
Clarkia purpurea,93,2016,6/23/16,Grass,20,5,D,0.966666667
Clarkia purpurea,93,2016,6/23/16,Grass,25,6,D,0.966666667
Clarkia purpurea,93,2016,6/9/16,Grass,8,4,D,0.966666667
Clarkia purpurea,93,2016,6/9/16,Grass,8,2,D,0.966666667
Clarkia purpurea,93,2016,6/9/16,Grass,8,1,D,0.966666667
Hemizonia congesta,93,2016,9/2/16,Grass,3,4,D,0.71728972
Hemizonia congesta,93,2016,9/2/16,Grass,3,3,D,0.71728972
Hemizonia congesta,93,2016,9/2/16,Grass,3,5,D,0.71728972
Hemizonia congesta,93,2016,9/2/16,Grass,2,1,D,0.71728972
Hemizonia congesta,93,2016,9/2/16,Grass,3,2,D,0.71728972
Plantago erecta,93,2016,5/9/16,Grass,2,1,D,0.849557522
Plantago erecta,93,2016,5/9/16,Grass,2,2,D,0.849557522
Plantago erecta,93,2016,5/9/16,Grass,2,3,D,0.849557522
Plantago erecta,93,2016,5/9/16,Grass,2,4,D,0.849557522
Plantago erecta,93,2016,5/22/16,Grass,2,5,D,0.849557522
Plantago erecta,93,2016,5/22/16,Grass,2,6,D,0.849557522
Plantago erecta,93,2016,5/22/16,Grass,2,7,D,0.849557522
Plantago erecta,93,2016,5/22/16,Grass,2,8,D,0.849557522
Plantago erecta,93,2016,5/22/16,Grass,2,9,D,0.849557522
Agoseris heterophylla,93,2016,5/9/16,No Grass,41,10,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,No Grass,51,9,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,No Grass,32,7,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,No Grass,55,8,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,No Grass,45,4,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,No Grass,27,5,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,No Grass,31,6,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,No Grass,67,1,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,No Grass,77,3,D,0.954436451
Agoseris heterophylla,93,2016,5/9/16,No Grass,33,2,D,0.954436451
Clarkia purpurea,93,2016,6/9/16,No Grass,9,2,D,0.966666667
Clarkia purpurea,93,2016,6/9/16,No Grass,9,1,D,0.966666667
Hemizonia congesta,93,2016,9/2/16,No Grass,3,5,D,0.71728972
Hemizonia congesta,93,2016,9/2/16,No Grass,3,2,D,0.71728972
Hemizonia congesta,93,2016,9/2/16,No Grass,3,3,D,0.71728972
Hemizonia congesta,93,2016,9/2/16,No Grass,3,4,D,0.71728972
Hemizonia congesta,93,2016,9/2/16,No Grass,3,1,D,0.71728972
Plantago erecta,93,2016,5/22/16,No Grass,2,7,D,0.849557522
Plantago erecta,93,2016,5/22/16,No Grass,2,8,D,0.849557522
Plantago erecta,93,2016,5/22/16,No Grass,2,9,D,0.849557522
Plantago erecta,93,2016,5/22/16,No Grass,2,6,D,0.849557522
Plantago erecta,93,2016,5/22/16,No Grass,2,10,D,0.849557522
Plantago erecta,93,2016,5/9/16,No Grass,2,5,D,0.849557522
Plantago erecta,93,2016,5/9/16,No Grass,2,3,D,0.849557522
Plantago erecta,93,2016,5/9/16,No Grass,2,4,D,0.849557522
Plantago erecta,93,2016,5/9/16,No Grass,2,2,D,0.849557522
Plantago erecta,93,2016,5/9/16,No Grass,2,1,D,0.849557522
Agoseris heterophylla,95,2016,5/9/16,Grass,53,3,D,0.954436451
Agoseris heterophylla,95,2016,5/9/16,Grass,27,1,D,0.954436451
Agoseris heterophylla,95,2016,5/22/16,Grass,32,7,D,0.954436451
Agoseris heterophylla,95,2016,5/9/16,Grass,54,4,D,0.954436451
Agoseris heterophylla,95,2016,5/9/16,Grass,14,5,D,0.954436451
Agoseris heterophylla,95,2016,5/22/16,Grass,47,6,D,0.954436451
Agoseris heterophylla,95,2016,5/9/16,Grass,23,2,D,0.954436451
Agoseris heterophylla,95,2016,5/22/16,Grass,28,9,D,0.954436451
Agoseris heterophylla,95,2016,5/22/16,Grass,54,10,D,0.954436451
Agoseris heterophylla,95,2016,5/22/16,Grass,17,8,D,0.954436451
Clarkia purpurea,95,2016,6/9/16,Grass,5,1,D,0.966666667
Clarkia purpurea,95,2016,6/9/16,Grass,7,2,D,0.966666667
Clarkia purpurea,95,2016,6/9/16,Grass,7,3,D,0.966666667
Clarkia purpurea,95,2016,6/9/16,Grass,7,5,D,0.966666667
Clarkia purpurea,95,2016,6/9/16,Grass,5,4,D,0.966666667
Clarkia purpurea,95,2016,6/9/16,Grass,5,6,D,0.966666667
Clarkia purpurea,95,2016,6/23/16,Grass,7,8,D,0.966666667
Clarkia purpurea,95,2016,6/23/16,Grass,6,9,D,0.966666667
Clarkia purpurea,95,2016,6/23/16,Grass,7,7,D,0.966666667
Clarkia purpurea,95,2016,6/23/16,Grass,9,11,D,0.966666667
Clarkia purpurea,95,2016,6/23/16,Grass,7,10,D,0.966666667
Hemizonia congesta,95,2016,9/2/16,Grass,4,5,D,0.71728972
Hemizonia congesta,95,2016,9/2/16,Grass,4,4,D,0.71728972
Hemizonia congesta,95,2016,9/2/16,Grass,3,2,D,0.71728972
Hemizonia congesta,95,2016,9/2/16,Grass,3,1,D,0.71728972
Hemizonia congesta,95,2016,9/2/16,Grass,4,3,D,0.71728972
Lasthenia californica,95,2016,5/22/16,Grass,4,1,D,0.545238095
Plantago erecta,95,2016,5/9/16,Grass,2,2,D,0.849557522
Plantago erecta,95,2016,5/9/16,Grass,2,1,D,0.849557522
Plantago erecta,95,2016,5/9/16,Grass,2,3,D,0.849557522
Plantago erecta,95,2016,5/9/16,Grass,2,4,D,0.849557522
Plantago erecta,95,2016,5/9/16,Grass,2,5,D,0.849557522
Plantago erecta,95,2016,5/22/16,Grass,2,9,D,0.849557522
Plantago erecta,95,2016,5/22/16,Grass,2,10,D,0.849557522
Plantago erecta,95,2016,5/22/16,Grass,2,6,D,0.849557522
Plantago erecta,95,2016,5/22/16,Grass,2,7,D,0.849557522
Plantago erecta,95,2016,5/22/16,Grass,2,8,D,0.849557522
Agoseris heterophylla,95,2016,5/9/16,No Grass,22,10,D,0.954436451
Agoseris heterophylla,95,2016,5/9/16,No Grass,66,9,D,0.954436451
Agoseris heterophylla,95,2016,5/9/16,No Grass,29,8,D,0.954436451
Agoseris heterophylla,95,2016,5/9/16,No Grass,42,2,D,0.954436451
Agoseris heterophylla,95,2016,5/22/16,No Grass,65,11,D,0.954436451
Agoseris heterophylla,95,2016,5/9/16,No Grass,48,1,D,0.954436451
Agoseris heterophylla,95,2016,5/9/16,No Grass,24,6,D,0.954436451
Agoseris heterophylla,95,2016,5/9/16,No Grass,90,7,D,0.954436451
Agoseris heterophylla,95,2016,5/9/16,No Grass,23,4,D,0.954436451
Agoseris heterophylla,95,2016,5/9/16,No Grass,0,5,D,0.954436451
Agoseris heterophylla,95,2016,5/9/16,No Grass,21,3,D,0.954436451
Agoseris heterophylla,95,2016,5/22/16,No Grass,31,15,D,0.954436451
Agoseris heterophylla,95,2016,5/22/16,No Grass,42,14,D,0.954436451
Agoseris heterophylla,95,2016,5/22/16,No Grass,52,12,D,0.954436451
Agoseris heterophylla,95,2016,5/22/16,No Grass,40,13,D,0.954436451
Clarkia purpurea,95,2016,6/23/16,No Grass,19,2,D,0.966666667
Clarkia purpurea,95,2016,6/23/16,No Grass,35,3,D,0.966666667
Clarkia purpurea,95,2016,6/23/16,No Grass,15,4,D,0.966666667
