Species,Plot,Year,Date,Subplot,n.seed.inf,n.ind,Treat.Code,p.viable
Lasthenia californica,84,2017,5/15/17,No Grass,6,2,C,0.973557692
Lasthenia californica,84,2017,5/15/17,No Grass,4,3,C,0.973557692
Lasthenia californica,84,2017,5/15/17,No Grass,4,4,C,0.973557692
Lasthenia californica,84,2017,5/15/17,No Grass,12,5,C,0.973557692
Lasthenia californica,84,2017,5/15/17,No Grass,1,6,C,0.973557692
Lasthenia californica,84,2017,5/15/17,No Grass,0,7,C,0.973557692
Lasthenia californica,84,2017,5/15/17,No Grass,6,8,C,0.973557692
Lasthenia californica,84,2017,5/15/17,No Grass,13,9,C,0.973557692
Lasthenia californica,84,2017,5/15/17,No Grass,9,10,C,0.973557692
Agoseris heterophylla,85,2017,5/15/17,Grass,6,5,D,0.954436451
Agoseris heterophylla,85,2017,5/15/17,Grass,17,6,D,0.954436451
Agoseris heterophylla,85,2017,5/15/17,Grass,9,7,D,0.954436451
Agoseris heterophylla,85,2017,5/15/17,Grass,11,8,D,0.954436451
Agoseris heterophylla,85,2017,5/15/17,Grass,16,4,D,0.954436451
Agoseris heterophylla,85,2017,5/15/17,Grass,43,1,D,0.954436451
Agoseris heterophylla,85,2017,5/15/17,Grass,23,2,D,0.954436451
Agoseris heterophylla,85,2017,5/15/17,Grass,23,3,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,Grass,47,15,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,Grass,40,10,D,0.954436451
Agoseris heterophylla,85,2017,5/15/17,Grass,8,9,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,Grass,11,11,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,Grass,53,12,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,Grass,50,14,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,Grass,23,13,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,Grass,36,17,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,Grass,42,16,D,0.954436451
Calycadenia pauciflora,85,2017,8/20/17,Grass,1,21,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,Grass,7,3,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,Grass,5,5,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,Grass,8,1,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,Grass,7,2,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,Grass,3,13,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,Grass,1,20,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,Grass,6,4,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,Grass,3,12,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,Grass,2,14,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,Grass,3,10,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,Grass,3,9,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,Grass,5,6,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,Grass,4,7,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,Grass,4,8,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,Grass,3,11,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,Grass,2,17,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,Grass,1,18,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,Grass,1,19,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,Grass,2,15,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,Grass,2,16,D,0.4575
Clarkia purpurea,85,2017,6/27/17,Grass,7,1,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,Grass,1,2,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,Grass,6,4,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,Grass,5,3,D,0.342727273
Hemizonia congesta,85,2017,9/18/17,Grass,3.2,1,D,0.479375
Hemizonia congesta,85,2017,9/18/17,Grass,3.2,2,D,0.479375
Hemizonia congesta,85,2017,9/18/17,Grass,3.2,4,D,0.479375
Hemizonia congesta,85,2017,9/18/17,Grass,3.2,3,D,0.479375
Hemizonia congesta,85,2017,9/18/17,Grass,3.2,5,D,0.479375
Lasthenia californica,85,2017,5/15/17,Grass,16,1,D,0.973557692
Lasthenia californica,85,2017,5/15/17,Grass,2,2,D,0.973557692
Lasthenia californica,85,2017,5/15/17,Grass,21,3,D,0.973557692
Lasthenia californica,85,2017,5/15/17,Grass,40,4,D,0.973557692
Lasthenia californica,85,2017,5/15/17,Grass,28,5,D,0.973557692
Lasthenia californica,85,2017,5/15/17,Grass,33,6,D,0.973557692
Lasthenia californica,85,2017,5/15/17,Grass,13,7,D,0.973557692
Lasthenia californica,85,2017,5/15/17,Grass,17,8,D,0.973557692
Lasthenia californica,85,2017,5/15/17,Grass,29,9,D,0.973557692
Lasthenia californica,85,2017,5/15/17,Grass,10,10,D,0.973557692
Lasthenia californica,85,2017,5/15/17,Grass,55,11,D,0.973557692
Lasthenia californica,85,2017,5/15/17,Grass,11,12,D,0.973557692
Lasthenia californica,85,2017,5/15/17,Grass,31,13,D,0.973557692
Lasthenia californica,85,2017,5/15/17,Grass,5,14,D,0.973557692
Agoseris heterophylla,85,2017,5/15/17,No Grass,37,4,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,28,20,D,0.954436451
Agoseris heterophylla,85,2017,5/15/17,No Grass,36,3,D,0.954436451
Agoseris heterophylla,85,2017,5/15/17,No Grass,45,7,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,42,14,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,19,15,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,37,19,D,0.954436451
Agoseris heterophylla,85,2017,5/15/17,No Grass,55,5,D,0.954436451
Agoseris heterophylla,85,2017,5/15/17,No Grass,32,6,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,65,9,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,34,18,D,0.954436451
Agoseris heterophylla,85,2017,5/15/17,No Grass,51,2,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,33,8,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,29,17,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,32,21,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,51,22,D,0.954436451
Agoseris heterophylla,85,2017,5/15/17,No Grass,33,1,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,53,12,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,52,23,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,51,10,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,38,13,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,59,11,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,27,16,D,0.954436451
Agoseris heterophylla,85,2017,6/27/17,No Grass,14,24,D,0.954436451
Calycadenia pauciflora,85,2017,8/20/17,No Grass,4,15,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,3,20,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,No Grass,5,13,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,4,17,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,3,18,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,3,19,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,4,16,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,5,14,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,6,5,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,No Grass,5,12,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,3,21,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,6,4,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,No Grass,6,6,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,5,10,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,5,11,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,No Grass,2,27,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,2,24,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,7,3,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,5,9,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,No Grass,2,25,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,2,22,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,6,7,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,5,8,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,2,23,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,No Grass,2,28,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,2,26,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,1,31,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,No Grass,1,34,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,1,30,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,2,29,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,1,33,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,8,1,D,0.4575
Calycadenia pauciflora,85,2017,9/18/17,No Grass,7,2,D,0.4575
Calycadenia pauciflora,85,2017,8/20/17,No Grass,1,32,D,0.4575
Clarkia purpurea,85,2017,6/27/17,No Grass,29,13,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,No Grass,16,12,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,No Grass,18,11,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,No Grass,10,7,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,No Grass,0,6,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,No Grass,0,8,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,No Grass,3,9,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,No Grass,7,1,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,No Grass,7,10,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,No Grass,7,4,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,No Grass,9,2,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,No Grass,8,5,D,0.342727273
Clarkia purpurea,85,2017,6/27/17,No Grass,8,3,D,0.342727273
Lasthenia californica,85,2017,6/27/17,No Grass,77,1,D,0.973557692
Lasthenia californica,85,2017,6/27/17,No Grass,56,2,D,0.973557692
Lasthenia californica,85,2017,6/27/17,No Grass,35,3,D,0.973557692
Lasthenia californica,85,2017,6/27/17,No Grass,34,4,D,0.973557692
Lasthenia californica,85,2017,6/27/17,No Grass,30,5,D,0.973557692
Lasthenia californica,85,2017,6/27/17,No Grass,38,6,D,0.973557692
Lasthenia californica,85,2017,6/27/17,No Grass,44,7,D,0.973557692
Lasthenia californica,85,2017,6/27/17,No Grass,59,8,D,0.973557692
Lasthenia californica,85,2017,6/27/17,No Grass,40,9,D,0.973557692
Lasthenia californica,85,2017,6/27/17,No Grass,80,10,D,0.973557692
Lasthenia californica,85,2017,5/15/17,No Grass,27,11,D,0.973557692
Lasthenia californica,85,2017,5/15/17,No Grass,14,12,D,0.973557692
Lasthenia californica,85,2017,5/15/17,No Grass,20,13,D,0.973557692
Lasthenia californica,85,2017,5/15/17,No Grass,6,14,D,0.973557692
Agoseris heterophylla,86,2017,5/15/17,Grass,24,3,C,0.954436451
Agoseris heterophylla,86,2017,5/15/17,Grass,22,6,C,0.954436451
Agoseris heterophylla,86,2017,5/15/17,Grass,5,2,C,0.954436451
Agoseris heterophylla,86,2017,5/15/17,Grass,25,1,C,0.954436451
Agoseris heterophylla,86,2017,5/15/17,Grass,25,5,C,0.954436451
Agoseris heterophylla,86,2017,5/15/17,Grass,19,4,C,0.954436451
Calycadenia pauciflora,86,2017,9/18/17,Grass,1,7,C,0.4575
Calycadenia pauciflora,86,2017,9/18/17,Grass,1,6,C,0.4575
Calycadenia pauciflora,86,2017,9/18/17,Grass,0,8,C,0.4575
Calycadenia pauciflora,86,2017,9/18/17,Grass,0,9,C,0.4575
Calycadenia pauciflora,86,2017,9/18/17,Grass,0,10,C,0.4575
Calycadenia pauciflora,86,2017,9/18/17,Grass,2,5,C,0.4575
Calycadenia pauciflora,86,2017,9/18/17,Grass,2,4,C,0.4575
Calycadenia pauciflora,86,2017,9/18/17,Grass,2,3,C,0.4575
Calycadenia pauciflora,86,2017,9/18/17,Grass,6,1,C,0.4575
Calycadenia pauciflora,86,2017,9/18/17,Grass,5,2,C,0.4575
Clarkia purpurea,86,2017,6/27/17,Grass,2,5,C,0.342727273
Clarkia purpurea,86,2017,6/27/17,Grass,4,4,C,0.342727273
Clarkia purpurea,86,2017,6/27/17,Grass,2,1,C,0.342727273
Clarkia purpurea,86,2017,6/27/17,Grass,2,2,C,0.342727273
Clarkia purpurea,86,2017,6/27/17,Grass,1,3,C,0.342727273
Hemizonia congesta,86,2017,9/18/17,Grass,4.6,5,C,0.479375
Hemizonia congesta,86,2017,9/18/17,Grass,4.6,4,C,0.479375
Hemizonia congesta,86,2017,9/18/17,Grass,4.6,3,C,0.479375
Hemizonia congesta,86,2017,9/18/17,Grass,4.6,2,C,0.479375
Hemizonia congesta,86,2017,9/18/17,Grass,4.6,1,C,0.479375
Lasthenia californica,86,2017,5/15/17,Grass,59,3,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,116,16,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,53,17,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,63,18,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,66,9,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,69,10,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,57,15,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,20,11,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,10,12,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,83,13,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,8,14,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,60,1,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,72,2,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,78,4,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,68,5,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,51,6,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,70,7,C,0.973557692
Lasthenia californica,86,2017,5/15/17,Grass,45,8,C,0.973557692
Agoseris heterophylla,86,2017,6/27/17,No Grass,6,8,C,0.954436451
Agoseris heterophylla,86,2017,6/27/17,No Grass,25,7,C,0.954436451
Agoseris heterophylla,86,2017,6/27/17,No Grass,27,5,C,0.954436451
Agoseris heterophylla,86,2017,6/27/17,No Grass,33,6,C,0.954436451
Agoseris heterophylla,86,2017,5/15/17,No Grass,6,4,C,0.954436451
Agoseris heterophylla,86,2017,5/15/17,No Grass,27,2,C,0.954436451
Agoseris heterophylla,86,2017,5/15/17,No Grass,42,1,C,0.954436451
Agoseris heterophylla,86,2017,5/15/17,No Grass,19,3,C,0.954436451
Calycadenia pauciflora,86,2017,8/20/17,No Grass,6,17,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,6,15,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,6,16,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,6,13,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,6,18,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,6,12,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,6,14,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,6,20,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,6,21,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,6,19,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,7,6,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,5,25,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,7,3,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,7,4,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,7,7,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,7,8,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,7,9,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,7,10,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,6,23,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,6,24,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,6,11,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,2,61,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,2,62,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,3,51,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,2,63,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,8,1,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,7,2,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,3,54,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,3,56,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,5,28,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,7,5,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,3,57,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,6,22,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,2,65,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,5,26,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,5,27,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,3,52,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,3,53,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,1,68,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,3,55,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,2,64,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,1,70,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,1,72,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,1,73,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,4,45,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,4,49,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,1,69,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,1,71,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,4,44,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,5,29,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,4,50,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,4,43,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,5,30,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,2,58,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,5,31,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,4,48,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,2,59,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,2,60,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,1,67,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,2,66,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,4,41,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,4,40,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,4,47,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,4,46,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,5,33,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,4,42,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,4,38,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,5,32,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,4,39,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,5,37,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,5,36,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,5,34,C,0.4575
Calycadenia pauciflora,86,2017,8/20/17,No Grass,5,35,C,0.4575
Clarkia purpurea,86,2017,6/27/17,No Grass,3,1,C,0.342727273
Clarkia purpurea,86,2017,6/27/17,No Grass,4,2,C,0.342727273
Hemizonia congesta,86,2017,9/18/17,No Grass,4.8,1,C,0.479375
Hemizonia congesta,86,2017,9/18/17,No Grass,4.8,5,C,0.479375
Hemizonia congesta,86,2017,9/18/17,No Grass,4.8,2,C,0.479375
Hemizonia congesta,86,2017,9/18/17,No Grass,4.8,3,C,0.479375
Hemizonia congesta,86,2017,9/18/17,No Grass,4.8,4,C,0.479375
Lasthenia californica,86,2017,5/15/17,No Grass,64,18,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,54,17,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,65,19,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,59,20,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,61,23,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,57,22,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,60,21,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,0,15,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,33,16,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,82,13,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,56,14,C,0.973557692
Lasthenia californica,86,2017,6/27/17,No Grass,17,2,C,0.973557692
Lasthenia californica,86,2017,6/27/17,No Grass,59,3,C,0.973557692
Lasthenia californica,86,2017,6/27/17,No Grass,49,4,C,0.973557692
Lasthenia californica,86,2017,6/27/17,No Grass,36,5,C,0.973557692
Lasthenia californica,86,2017,6/27/17,No Grass,20,6,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,81,7,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,0,10,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,77,11,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,0,12,C,0.973557692
Lasthenia californica,86,2017,6/27/17,No Grass,49,1,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,0,8,C,0.973557692
Lasthenia californica,86,2017,5/15/17,No Grass,89,9,C,0.973557692
Agoseris heterophylla,87,2017,5/15/17,Grass,17,3,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,Grass,14,2,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,Grass,36,1,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,Grass,12,5,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,Grass,19,4,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,Grass,12,7,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,Grass,8,8,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,Grass,6,9,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,Grass,13,6,D,0.954436451
Calycadenia pauciflora,87,2017,8/20/17,Grass,6,1,D,0.4575
Calycadenia pauciflora,87,2017,8/20/17,Grass,4,2,D,0.4575
Calycadenia pauciflora,87,2017,8/20/17,Grass,1,7,D,0.4575
Calycadenia pauciflora,87,2017,8/20/17,Grass,3,3,D,0.4575
Calycadenia pauciflora,87,2017,8/20/17,Grass,2,5,D,0.4575
Calycadenia pauciflora,87,2017,8/20/17,Grass,3,4,D,0.4575
Calycadenia pauciflora,87,2017,8/20/17,Grass,1,6,D,0.4575
Clarkia purpurea,87,2017,6/27/17,Grass,7,2,D,0.342727273
Clarkia purpurea,87,2017,6/27/17,Grass,15,1,D,0.342727273
Hemizonia congesta,87,2017,9/18/17,Grass,4,4,D,0.479375
Hemizonia congesta,87,2017,9/18/17,Grass,4,5,D,0.479375
Hemizonia congesta,87,2017,9/18/17,Grass,4,3,D,0.479375
Hemizonia congesta,87,2017,9/18/17,Grass,4,1,D,0.479375
Hemizonia congesta,87,2017,9/18/17,Grass,4,2,D,0.479375
Lasthenia californica,87,2017,5/15/17,Grass,22,3,D,0.973557692
Lasthenia californica,87,2017,5/15/17,Grass,14,1,D,0.973557692
Lasthenia californica,87,2017,5/15/17,Grass,9,2,D,0.973557692
Lasthenia californica,87,2017,5/15/17,Grass,18,4,D,0.973557692
Lasthenia californica,87,2017,5/15/17,Grass,7,5,D,0.973557692
Lasthenia californica,87,2017,5/15/17,Grass,8,6,D,0.973557692
Agoseris heterophylla,87,2017,6/27/17,No Grass,40,20,D,0.954436451
Agoseris heterophylla,87,2017,6/27/17,No Grass,24,19,D,0.954436451
Agoseris heterophylla,87,2017,6/27/17,No Grass,62,21,D,0.954436451
Agoseris heterophylla,87,2017,6/27/17,No Grass,32,22,D,0.954436451
Agoseris heterophylla,87,2017,6/27/17,No Grass,53,16,D,0.954436451
Agoseris heterophylla,87,2017,6/27/17,No Grass,46,17,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,No Grass,38,6,D,0.954436451
Agoseris heterophylla,87,2017,6/27/17,No Grass,51,10,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,No Grass,42,7,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,No Grass,67,8,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,No Grass,51,9,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,No Grass,39,3,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,No Grass,62,1,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,No Grass,67,2,D,0.954436451
Agoseris heterophylla,87,2017,6/27/17,No Grass,46,15,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,No Grass,76,5,D,0.954436451
Agoseris heterophylla,87,2017,5/15/17,No Grass,31,4,D,0.954436451
Agoseris heterophylla,87,2017,6/27/17,No Grass,57,13,D,0.954436451
Agoseris heterophylla,87,2017,6/27/17,No Grass,51,14,D,0.954436451
Agoseris heterophylla,87,2017,6/27/17,No Grass,29,18,D,0.954436451
Agoseris heterophylla,87,2017,6/27/17,No Grass,62,12,D,0.954436451
Agoseris heterophylla,87,2017,6/27/17,No Grass,32,11,D,0.954436451
Agoseris heterophylla,87,2017,6/27/17,No Grass,45,23,D,0.954436451
Agoseris heterophylla,87,2017,6/27/17,No Grass,8,24,D,0.954436451
Calycadenia pauciflora,87,2017,8/20/17,No Grass,3,8,D,0.4575
Calycadenia pauciflora,87,2017,8/20/17,No Grass,6,1,D,0.4575
Calycadenia pauciflora,87,2017,8/20/17,No Grass,6,2,D,0.4575
